"","pmid","from","to"
"65327","24970842","-2247740756677554600","-8288128845339267941"
"65328","24970842","-2247740756677554600","-7095686043771473932"
"65329","24970842","-2247740756677554600","-6696461531989859406"
"65330","24970842","-2247740756677554600","-6913349843133096877"
"65495","27672444","6598851144930426629","-6842649315839513329"
"66377","27711974","-5125982086586908470","688371752165932215"
"66378","27711974","-9135917128124126992","-6449293881182525043"
"66379","27711974","-9135917128124126992","2494719457008649561"
"66380","27711974","-9135917128124126992","160504887162363124"
"66555","27721426","7764040485091461","6860128980094998771"
"66556","27721426","-365345341352499946","6860128980094998771"
"66557","27721426","3064491993660242752","6860128980094998771"
"66558","27721426","3064491993660242752","6205058053749837164"
"66559","27721426","-7699314416908721482","6205058053749837164"
"66560","27721426","3252102333009889191","6205058053749837164"
"66561","27721426","-4905504008330816978","2336921809360084580"
"66562","27721426","-435466133887540172","2336921809360084580"
"66563","27721426","4068345226743360664","2336921809360084580"
"66564","27721426","3252102333009889191","2336921809360084580"
"66565","27721426","-5700364084958283544","2336921809360084580"
"66566","27721426","-1051670365943237645","2336921809360084580"
"66567","27721426","1763977091107560624","3712032576200691090"
"66568","27721426","4325872640292664058","3712032576200691090"
"66569","27721426","5143625109419629872","3712032576200691090"
"66570","27721426","-6909569495717711869","3712032576200691090"
"66571","27721426","4325872640292664058","-4383043960030232896"
"66572","27721426","-435466133887540172","-4383043960030232896"
"66573","27721426","975091556878034611","-4383043960030232896"
"66574","27721426","8861054124711405680","-4383043960030232896"
"66575","27721426","3878425342740102641","-4383043960030232896"
"66589","27723727","-6909569495717711869","-5164006164547073569"
"66590","27723727","-3212785207850349084","-5164006164547073569"
"66591","27723727","4815673996972698521","6702647660432147079"
"66592","27723727","9047691044884968077","4808257091215621600"
"66593","27723727","-6909569495717711869","-3644179746436354764"
"66594","27723727","-3212785207850349084","-3644179746436354764"
"67596","27763690","9044568837247347061","444650168935787706"
"67597","27763690","5510460828863833540","444650168935787706"
"67598","27763690","-910409836652376082","444650168935787706"
"67599","27763690","4496191920649739347","444650168935787706"
"67659","27766616","3477581099776549007","4489544966414833926"
"67660","27766616","-7632263508116242466","4489544966414833926"
"67661","27766616","-3298213378022981273","4489544966414833926"
"67662","27766616","8024614572346363786","6187648804629420194"
"67663","27766616","-7632263508116242466","6187648804629420194"
"67664","27766616","-3298213378022981273","6187648804629420194"
"67665","27766616","8024614572346363786","2753140355170966869"
"67666","27766616","-7632263508116242466","2753140355170966869"
"67667","27766616","-3298213378022981273","2753140355170966869"
"67668","27766616","8024614572346363786","5814386247746229651"
"67669","27766616","-7632263508116242466","5814386247746229651"
"67670","27766616","-3298213378022981273","5814386247746229651"
"67671","27766616","8024614572346363786","5327606702263598064"
"67672","27766616","-7632263508116242466","5327606702263598064"
"67673","27766616","-3298213378022981273","5327606702263598064"
"67971","25399948","1749452455215026717","7414462408131222427"
"67972","25399948","1333852283375655547","7414462408131222427"
"68066","25842225","-2195239801625226879","-4714617355573546259"
"68067","25842225","1037369510078157027","6276761607579942995"
"68068","25842225","3413271832145489210","6276761607579942995"
"68069","25842225","1916558508606028291","5577587510836290992"
"68070","25842225","8531364653719619495","5577587510836290992"
"68071","25842225","1916558508606028291","-967656135774962799"
"68072","25842225","8531364653719619495","-8641360931547659480"
"68073","25842225","1916558508606028291","-8641360931547659480"
"69319","27815572","682203740686544463","-7488656495099306810"
"69320","27815572","-7192361627309505700","-7488656495099306810"
"69321","27815572","1153702769058217287","-7488656495099306810"
"69346","27818134","-3261131290467094230","2382894898854717162"
"69511","27822100","-2531875720891133112","5451926608854927978"
"69512","27822100","-1917955979905589244","5451926608854927978"
"69513","27822100","-4619512107810359341","5451926608854927978"
"69533","27822339","624043146927613150","4866904335458562952"
"69534","27822339","-2195882875425232505","4866904335458562952"
"69535","27822339","-910409836652376082","4866904335458562952"
"69536","27822339","-3212785207850349084","4866904335458562952"
"69537","27822339","945243111267028931","4866904335458562952"
"69538","27822339","-1051670365943237645","4866904335458562952"
"69539","27822339","-9111931341780307576","4866904335458562952"
"69764","27834816","1225260321617769294","5131501116273356152"
"69765","27834816","3175878108122990638","5131501116273356152"
"69775","27834937","6035015815290569076","-6593913604562644698"
"69776","27834937","1037369510078157027","-6593913604562644698"
"69777","27834937","-3212785207850349084","-6593913604562644698"
"69778","27834937","-2531875720891133112","-2236111674432238724"
"69779","27834937","1037369510078157027","-2236111674432238724"
"69780","27834937","-3212785207850349084","-2236111674432238724"
"69781","27834937","4496191920649739347","-2236111674432238724"
"69782","27834937","-1917955979905589244","-2236111674432238724"
"69863","27836865","3615815606399006717","-8050170111831616307"
"69864","27836865","1141301096042178844","-8050170111831616307"
"70471","27846237","-591121307405145325","7425834381872822334"
"70472","27846237","-591121307405145325","6635131294638132197"
"70619","27849617","-7009851673621226638","-1426291340494009159"
"70620","27849617","-7009851673621226638","-7058079667352909716"
"70621","27849617","-7009851673621226638","-4475849742285779468"
"70622","27849617","-7009851673621226638","4198343937447204823"
"70623","27849617","-7009851673621226638","-535961477090813264"
"70624","27849617","-7009851673621226638","-1831493247469088591"
"70625","27849617","-7009851673621226638","6785046900299830140"
"70626","27849617","-7009851673621226638","-300547239258871951"
"70627","27849617","-7009851673621226638","-5322455906338979002"
"70628","27849617","-7009851673621226638","-4649381473345273598"
"70629","27849617","-7009851673621226638","150533352711515139"
"71547","26202935","-1051670365943237645","-351414975248686659"
"71548","26202935","-2531875720891133112","-6426247625480517468"
"71549","26202935","-295189560292007993","-7329013516749237851"
"71550","26202935","-1051670365943237645","8519529802599800317"
"71732","27890255","4496191920649739347","-6364043058404228463"
"71733","27890255","-6240376816714276706","-6364043058404228463"
"71762","27893463","-4590546437166403713","3390160942667715801"
"72130","27904736","4830719318728707501","-6150428159299129076"
"72131","27904736","975091556878034611","-6150428159299129076"
"72132","27904736","-5995696390736908420","-6150428159299129076"
"72143","27906185","4639906590395647996","-6770036321347062969"
"72709","27935581","-3801419600830199048","-8137557024581817022"
"72710","27935581","5474457854264056350","-8137557024581817022"
"72711","27935581","-3801419600830199048","3303681828928339709"
"72712","27935581","5474457854264056350","3303681828928339709"
"72713","27935581","-3801419600830199048","-7622154273240500336"
"72714","27935581","5474457854264056350","-7622154273240500336"
"72715","27935581","-3801419600830199048","-7648338950413361994"
"72716","27935581","5474457854264056350","-7648338950413361994"
"73286","27973410","6965825475489013928","3587780352041676204"
"73287","27973410","-3212785207850349084","7010990264781132397"
"73288","27973410","-3212785207850349084","6687961526262676296"
"73905","28002337","375196400634877094","4294998034886404990"
"73906","28002337","-5700364084958283544","-3635132951549045157"
"73907","28002337","-5700364084958283544","-7071804239776372095"
"73908","28002337","1565423545505441237","-3044973488261748882"
"73909","28002337","1565423545505441237","-3069720100603243395"
"74397","26436839","-7779356272733434204","-6062301466658722281"
"74398","26436839","-7545347992112963689","-6062301466658722281"
"74399","26436839","-7779356272733434204","2117614411314153225"
"74400","26436839","-7545347992112963689","2117614411314153225"
"74401","26436839","-7779356272733434204","-276336835364704630"
"74402","26436839","-7545347992112963689","-276336835364704630"
"74403","26436839","-7779356272733434204","-2786788462102793618"
"74404","26436839","-7545347992112963689","-2786788462102793618"
"74405","26436839","-7779356272733434204","752595526336209770"
"74406","26436839","-7545347992112963689","752595526336209770"
"74407","26436839","-7779356272733434204","3785780848477786762"
"74408","26436839","-7545347992112963689","3785780848477786762"
"74409","26436839","-7779356272733434204","-8452105667297239800"
"74410","26436839","-7545347992112963689","-8452105667297239800"
"74411","26436839","-7779356272733434204","-7301456665609536237"
"74412","26436839","-7545347992112963689","-7301456665609536237"
"74413","26436839","-7779356272733434204","4132264373299168049"
"74414","26436839","-7545347992112963689","4132264373299168049"
"74415","26436839","-7779356272733434204","-7834807474035995928"
"74416","26436839","-7545347992112963689","-7834807474035995928"
"74417","26436839","-7779356272733434204","-1865928165361602667"
"74418","26436839","-7545347992112963689","-1865928165361602667"
"74419","26436839","-7779356272733434204","3917765678622637228"
"74420","26436839","-7545347992112963689","3917765678622637228"
"74421","26436839","-7779356272733434204","403131557716472536"
"74422","26436839","-7545347992112963689","403131557716472536"
"74423","26436839","-7779356272733434204","-732275622284038880"
"74424","26436839","-7545347992112963689","-732275622284038880"
"74425","26436839","-7779356272733434204","-8898002303817868932"
"74426","26436839","-7545347992112963689","-8898002303817868932"
"74427","26436839","-7779356272733434204","8688036422249400362"
"74428","26436839","-7545347992112963689","8688036422249400362"
"74429","26436839","-7779356272733434204","-86966153371919246"
"74430","26436839","-7545347992112963689","-86966153371919246"
"74431","26436839","-7779356272733434204","-4563074862792510352"
"74432","26436839","-7545347992112963689","-4563074862792510352"
"74433","26436839","-7779356272733434204","-7588202384127220627"
"74434","26436839","-7545347992112963689","-7588202384127220627"
"74435","26436839","-7779356272733434204","-6964197756143129888"
"74436","26436839","-7545347992112963689","-6964197756143129888"
"74437","26436839","-7779356272733434204","-3150919541251910725"
"74438","26436839","-7545347992112963689","-3150919541251910725"
"74720","28042454","7674537802828838532","-4102671870734581127"
"74721","28042454","4351330949823413403","-4102671870734581127"
"74722","28042454","-1051670365943237645","-4102671870734581127"
"74723","28042454","6965825475489013928","-4102671870734581127"
"74724","28042454","-910409836652376082","5801184982512355304"
"74725","28042454","4496191920649739347","5801184982512355304"
"74726","28042454","5599653073255776911","5801184982512355304"
"74727","28042454","-1051670365943237645","-1692231496387925822"
"74728","28042454","4496191920649739347","-1692231496387925822"
"74729","28042454","5599653073255776911","-1692231496387925822"
"74730","28042454","-2109470401482526186","-188101786329632874"
"74731","28042454","-2265770499832369487","-188101786329632874"
"74732","28042454","4496191920649739347","-188101786329632874"
"74733","28042454","-2109470401482526186","5352894092957734"
"74734","28042454","-2265770499832369487","5352894092957734"
"74735","28042454","4496191920649739347","5352894092957734"
"74736","28042454","-2109470401482526186","8230827316986794479"
"74737","28042454","-2265770499832369487","8230827316986794479"
"75103","28060870","-3322467040655658324","-54384693348921177"
"75104","28060870","-3322467040655658324","-7672755549182468718"
"75105","28060870","-3322467040655658324","8117191889131865070"
"75106","28060870","-3322467040655658324","-8407070678944794156"
"75107","28060870","-7317112705965721698","-1216990037552277181"
"75179","28066786","-3212785207850349084","-3684750224573218257"
"75180","28066786","4130327905760863618","-3684750224573218257"
"75181","28066786","-3212785207850349084","-4107384088368443454"
"75182","28066786","4130327905760863618","-4107384088368443454"
"75183","28066786","-3212785207850349084","-8152735276550230931"
"75184","28066786","4130327905760863618","-8152735276550230931"
"75280","28072764","-814111284269765111","2917058922054179170"
"75281","28072764","4817139587086078689","2917058922054179170"
"75282","28072764","5962848286656983801","2917058922054179170"
"75283","28072764","-1014147375867388215","2917058922054179170"
"75284","28072764","-5147621443259548872","-2862973756970470052"
"75776","28095508","4556869757934328886","-1123275026255571338"
"76104","24970842","-1163467074943012750","-7732650551746857448"
"76105","24970842","-4014622110787192750","-8443881698787268335"
"76106","24970842","-5988287390295320486","8230574834882377394"
"76107","24970842","-2247740756677554600","3779982293515486543"
"76108","24970842","-2247740756677554600","-8288128845339267941"
"76109","24970842","-2247740756677554600","-7095686043771473932"
"76110","24970842","-2247740756677554600","-6696461531989859406"
"76111","24970842","-2247740756677554600","-6913349843133096877"
"76161","25399948","1749452455215026717","7414462408131222427"
"76162","25399948","1333852283375655547","7414462408131222427"
"76256","25842225","-2195239801625226879","-4714617355573546259"
"76257","25842225","1037369510078157027","6276761607579942995"
"76258","25842225","3413271832145489210","6276761607579942995"
"76259","25842225","1916558508606028291","5577587510836290992"
"76260","25842225","8531364653719619495","5577587510836290992"
"76261","25842225","1916558508606028291","-967656135774962799"
"76262","25842225","8531364653719619495","-8641360931547659480"
"76263","25842225","1916558508606028291","-8641360931547659480"
"76440","26202935","-1051670365943237645","-351414975248686659"
"76441","26202935","-2531875720891133112","-6426247625480517468"
"76442","26202935","-295189560292007993","-7329013516749237851"
"76443","26202935","-1051670365943237645","8519529802599800317"
"76566","26436839","-7779356272733434204","-6062301466658722281"
"76567","26436839","-7545347992112963689","-6062301466658722281"
"76568","26436839","-7779356272733434204","2117614411314153225"
"76569","26436839","-7545347992112963689","2117614411314153225"
"76570","26436839","-7779356272733434204","-276336835364704630"
"76571","26436839","-7545347992112963689","-276336835364704630"
"76572","26436839","-7779356272733434204","-2786788462102793618"
"76573","26436839","-7545347992112963689","-2786788462102793618"
"76574","26436839","-7779356272733434204","752595526336209770"
"76575","26436839","-7545347992112963689","752595526336209770"
"76576","26436839","-7779356272733434204","3785780848477786762"
"76577","26436839","-7545347992112963689","3785780848477786762"
"76578","26436839","-7779356272733434204","-8452105667297239800"
"76579","26436839","-7545347992112963689","-8452105667297239800"
"76580","26436839","-7779356272733434204","-7301456665609536237"
"76581","26436839","-7545347992112963689","-7301456665609536237"
"76582","26436839","-7779356272733434204","4132264373299168049"
"76583","26436839","-7545347992112963689","4132264373299168049"
"76584","26436839","-7779356272733434204","-7834807474035995928"
"76585","26436839","-7545347992112963689","-7834807474035995928"
"76586","26436839","-7779356272733434204","-1865928165361602667"
"76587","26436839","-7545347992112963689","-1865928165361602667"
"76588","26436839","-7779356272733434204","3917765678622637228"
"76589","26436839","-7545347992112963689","3917765678622637228"
"76590","26436839","-7779356272733434204","403131557716472536"
"76591","26436839","-7545347992112963689","403131557716472536"
"76592","26436839","-7779356272733434204","-732275622284038880"
"76593","26436839","-7545347992112963689","-732275622284038880"
"76594","26436839","-7779356272733434204","-8898002303817868932"
"76595","26436839","-7545347992112963689","-8898002303817868932"
"76596","26436839","-7779356272733434204","8688036422249400362"
"76597","26436839","-7545347992112963689","8688036422249400362"
"76598","26436839","-7779356272733434204","-86966153371919246"
"76599","26436839","-7545347992112963689","-86966153371919246"
"76600","26436839","-7779356272733434204","-4563074862792510352"
"76601","26436839","-7545347992112963689","-4563074862792510352"
"76602","26436839","-7779356272733434204","-7588202384127220627"
"76603","26436839","-7545347992112963689","-7588202384127220627"
"76604","26436839","-7779356272733434204","-6964197756143129888"
"76605","26436839","-7545347992112963689","-6964197756143129888"
"76606","26436839","-7779356272733434204","-3150919541251910725"
"76607","26436839","-7545347992112963689","-3150919541251910725"
"77304","26733610","375196400634877094","-7922718891041875472"
"77312","26744767","-4170182944360082494","3891549488622286472"
"77313","26744767","-1446149640127887716","5724101407039976256"
"77314","26744767","-1051670365943237645","3483465440305627661"
"77315","26744767","7796681219901118741","-3590256302644951316"
"77316","26744767","-4251845893617507481","6096077493310627138"
"77771","26858309","8507750539885563380","3804306689269536534"
"77772","26858309","4817139587086078689","3804306689269536534"
"77773","26858309","4817139587086078689","-8627475029164210323"
"77774","26858309","4817139587086078689","9100315485080262788"
"77775","26858309","4817139587086078689","2131645766712061527"
"77913","26893061","-9111931341780307576","-6390143014123480697"
"77914","26893061","4496191920649739347","-6390143014123480697"
"77915","26893061","9033695744972072993","-6390143014123480697"
"77916","26893061","-8188638720577279163","-6390143014123480697"
"77917","26893061","-2531875720891133112","-6390143014123480697"
"78252","26989080","375196400634877094","5536078391277167944"
"78253","26989080","375196400634877094","-6479177393439563032"
"78254","26989080","4977878176498985760","6054942937770642038"
"78382","27028870","9140514953477728134","-7216116364198123046"
"78383","27028870","9140514953477728134","-6083430759087918359"
"78460","27036042","4496191920649739347","-3681719467036514282"
"78461","27036042","4496191920649739347","-3681719467036514282"
"78621","27081038","-7545347992112963689","3162786446906477157"
"78762","27109508","4496191920649739347","7057200899772785291"
"78763","27109508","-2265770499832369487","7057200899772785291"
"78764","27109508","-8939608412306483495","7057200899772785291"
"78765","27109508","-2109470401482526186","7057200899772785291"
"78766","27109508","-2200566318786854020","7057200899772785291"
"78767","27109508","4496191920649739347","-6257322556513960002"
"78768","27109508","-2265770499832369487","-6257322556513960002"
"78769","27109508","-8939608412306483495","-6257322556513960002"
"78770","27109508","-2109470401482526186","-6257322556513960002"
"78771","27109508","-2200566318786854020","-6257322556513960002"
"78772","27109508","4496191920649739347","4949518565740680060"
"78773","27109508","-2265770499832369487","4949518565740680060"
"78774","27109508","-8939608412306483495","4949518565740680060"
"78775","27109508","-2109470401482526186","4949518565740680060"
"78776","27109508","-2200566318786854020","4949518565740680060"
"78777","27109508","4496191920649739347","8368493177956110740"
"78778","27109508","-2265770499832369487","8368493177956110740"
"78779","27109508","-8939608412306483495","8368493177956110740"
"78780","27109508","-2109470401482526186","8368493177956110740"
"78781","27109508","-2200566318786854020","8368493177956110740"
"78782","27114443","6710700564871770653","3981538951477565111"
"78837","27118403","3420739253403379952","9088865850712551161"
"78838","27118403","3420739253403379952","5251233321817222374"
"78852","27129155","2440327587014975898","7052893636395061973"
"78930","27137475","963155521800006415","7665976553575355703"
"78931","27137475","-2531875720891133112","7665976553575355703"
"78932","27137475","4496191920649739347","2277073691551812866"
"78992","27145281","4496191920649739347","-3422479174796088778"
"78993","27145281","-910409836652376082","-3422479174796088778"
"79026","27157619","4496191920649739347","-4209942049145233504"
"79027","27157619","-595680398785564689","-4209942049145233504"
"79028","27157619","4138631179547403938","-6421831433605486762"
"79029","27157619","8171694481960509149","108085853077470225"
"79030","27157619","4496191920649739347","108085853077470225"
"79031","27157619","-4169215600128704571","108085853077470225"
"79034","27159593","375196400634877094","4900126377957793491"
"79035","27159593","375196400634877094","862361114644015943"
"79036","27159593","375196400634877094","443848327819137812"
"79037","27159593","375196400634877094","-8897119537686986438"
"79241","27174491","-8015618763951062393","-6195805560231552846"
"79242","27174491","778593712176295517","-6195805560231552846"
"79358","27211267","5039342224281592929","-800659689219610361"
"79359","27211268","7158737734176060100","-4382916669220838228"
"79360","27211268","-150742751759308095","8402354262327958491"
"79361","27211268","-150742751759308095","-6426247625480517468"
"79362","27211268","-150742751759308095","-7329013516749237851"
"79363","27211268","-150742751759308095","8519529802599800317"
"79364","27211269","-150742751759308095","3303681828928339709"
"79365","27211269","-3801419600830199048","3303681828928339709"
"79366","27211269","-5052347787814934214","-6276606724308715807"
"79367","27211269","-3801419600830199048","-6276606724308715807"
"79368","27211269","-5052347787814934214","3959319250503540706"
"79369","27211269","-3801419600830199048","3959319250503540706"
"79370","27211269","-5052347787814934214","4220995459433137566"
"79371","27211269","-3801419600830199048","4220995459433137566"
"79372","27211269","-5052347787814934214","-7648338950413361994"
"79373","27211269","-3801419600830199048","-7648338950413361994"
"79374","27211269","-5052347787814934214","-7622154273240500336"
"79375","27211269","-3801419600830199048","-7622154273240500336"
"79376","27211269","-5052347787814934214","-2080994550394489034"
"79377","27211269","-3801419600830199048","-2080994550394489034"
"79399","27221729","-1014147375867388215","3493514547331037362"
"79400","27221729","5510460828863833540","3493514547331037362"
"79401","27221729","4632477083328856853","3493514547331037362"
"79402","27221729","5829712284417423553","3493514547331037362"
"79403","27221729","-6669128456047834903","3493514547331037362"
"79404","27221729","-290649908450582724","3493514547331037362"
"79405","27221729","-290649908450582724","1367645691365341118"
"79406","27221729","5510460828863833540","1367645691365341118"
"79407","27221729","5829712284417423553","-1352472139412417435"
"79408","27221729","5510460828863833540","-1352472139412417435"
"79409","27221729","4632477083328856853","-1352472139412417435"
"79410","27221729","-6669128456047834903","-1352472139412417435"
"79411","27221729","-290649908450582724","-1352472139412417435"
"79412","27221729","-290649908450582724","-584173073577998456"
"79413","27221729","5510460828863833540","-584173073577998456"
"79414","27221729","4632477083328856853","-584173073577998456"
"79415","27221729","5829712284417423553","-584173073577998456"
"79416","27221729","-6669128456047834903","-584173073577998456"
"79417","27221729","-290649908450582724","-3586416418257805002"
"79418","27221729","5510460828863833540","-3586416418257805002"
"79419","27221729","4632477083328856853","-3586416418257805002"
"79420","27221729","5829712284417423553","-3586416418257805002"
"79421","27221729","-6669128456047834903","-3586416418257805002"
"79422","27221729","-290649908450582724","7210229895925052753"
"79423","27221729","5510460828863833540","7210229895925052753"
"79424","27221729","4632477083328856853","7210229895925052753"
"79425","27221729","5829712284417423553","7210229895925052753"
"79426","27221729","-6669128456047834903","7210229895925052753"
"79427","27221729","-290649908450582724","-3468580716674627425"
"79428","27221729","5510460828863833540","-3468580716674627425"
"79429","27221729","4632477083328856853","-3468580716674627425"
"79430","27221729","5829712284417423553","-3468580716674627425"
"79431","27221729","-6669128456047834903","-3468580716674627425"
"79432","27221729","-290649908450582724","3045573151349207762"
"79433","27221729","5510460828863833540","3045573151349207762"
"79434","27221729","5829712284417423553","4109099796969262719"
"79435","27221729","5510460828863833540","4109099796969262719"
"79436","27221729","5829712284417423553","-6841284586218123596"
"79437","27221729","5510460828863833540","-6841284586218123596"
"79438","27221729","4632477083328856853","-6841284586218123596"
"79439","27221729","-6669128456047834903","-6841284586218123596"
"79440","27221729","-290649908450582724","-1589015125670148196"
"79441","27221729","5510460828863833540","-1589015125670148196"
"79626","27248327","-2531875720891133112","3054548101838517883"
"80177","27323910","-8356303151323322921","-4382916669220838228"
"80178","27323910","-133014628300163222","-4382916669220838228"
"80179","27323910","-8356303151323322921","8519529802599800317"
"80180","27323910","-133014628300163222","8519529802599800317"
"80181","27323910","-8356303151323322921","-2691526144478427460"
"80182","27323910","-133014628300163222","-2691526144478427460"
"80206","27331411","1332107701671413820","1147702936170891397"
"80207","27331411","-2299936700995862033","8027871522178729439"
"80208","27331411","7850878548593074030","2720712733863489373"
"80417","27363283","3528821281990145526","7551748334296989841"
"80418","27363283","-8073017189073541138","7551748334296989841"
"80419","27363283","-8073017189073541138","-5886790088920785825"
"80420","27363283","-8073017189073541138","-4185875612495137623"
"80421","27363283","-8073017189073541138","-3918115998020098253"
"80422","27363283","-8073017189073541138","-2005291754510660353"
"80423","27363283","-8073017189073541138","-1463900116577583459"
"80424","27363283","-8073017189073541138","6677346897122091172"
"80425","27363283","-8073017189073541138","6465380633725784934"
"80426","27363283","-8073017189073541138","2000098051535259096"
"80427","27363283","-8073017189073541138","-8092986474166342776"
"80428","27363283","-8073017189073541138","8613697998226934419"
"80429","27363283","-8073017189073541138","-5621810857597100181"
"80430","27363283","-8073017189073541138","1503503774237393763"
"80431","27363283","-8073017189073541138","8386220746148700385"
"80432","27363283","-8073017189073541138","3211045700945726360"
"80487","27374090","-2056814564509388763","2228062921760909342"
"80488","27374090","-2056814564509388763","-4583780310743199411"
"80628","27385100","1685393985678457048","-6546688715351858796"
"80629","27385100","-9053976342694625635","-6546688715351858796"
"80646","27391441","4496191920649739347","-5161335018007062456"
"80807","27416912","7287342894640839607","-6666785625249577507"
"80808","27416912","7690085462478253680","-6666785625249577507"
"80809","27416912","-7463808890903380676","-6666785625249577507"
"80810","27416985","3934887264873752867","-227496649088444148"
"80811","27416985","-1014147375867388215","2042633807518141742"
"80812","27416985","-1051670365943237645","-2630793830686981687"
"80813","27416985","-1051670365943237645","-2630793830686981687"
"80814","27416985","1404933902319492121","-2630793830686981687"
"80815","27416985","-3212785207850349084","-2630793830686981687"
"80816","27416985","-1051670365943237645","-1135098093351933725"
"80817","27416985","-2531875720891133112","-1135098093351933725"
"80818","27416985","8596115707704972239","-1135098093351933725"
"80819","27416985","8596115707704972239","-1135098093351933725"
"80820","27416985","1404933902319492121","-1135098093351933725"
"80821","27416985","-4136293945453318069","-1135098093351933725"
"80822","27416985","4496191920649739347","-1135098093351933725"
"80823","27416985","7074361249633013650","-1135098093351933725"
"80824","27416985","8556962049153109223","-1135098093351933725"
"80825","27416985","-1690422511955589955","-1135098093351933725"
"80826","27416985","-3212785207850349084","-1135098093351933725"
"80827","27416985","1037369510078157027","-1135098093351933725"
"80828","27416985","3934887264873752867","-1135098093351933725"
"80829","27416985","-1051670365943237645","-1768652038431118668"
"80830","27416985","3709813188814751795","-1768652038431118668"
"80831","27416985","8596115707704972239","-1768652038431118668"
"80832","27416985","1404933902319492121","6694974120603701742"
"80833","27416985","-1051670365943237645","6694974120603701742"
"80834","27416985","8596115707704972239","6694974120603701742"
"80835","27416985","-3212785207850349084","6694974120603701742"
"80836","27416985","3934887264873752867","6694974120603701742"
"80837","27416985","-4475332471115026051","-6457859943045763490"
"80838","27416985","-6912052022144370498","-6457859943045763490"
"80839","27416985","-7545347992112963689","-6457859943045763490"
"80840","27416985","-3212785207850349084","-6457859943045763490"
"80841","27416985","3934887264873752867","-6457859943045763490"
"80842","27416985","-1014147375867388215","5114260405020229332"
"80843","27416985","-9120418093314084977","-7363433300282806446"
"80844","27416985","-3212785207850349084","-7363433300282806446"
"80845","27416985","8596115707704972239","-7363433300282806446"
"80846","27416985","-3409492502835059163","-7363433300282806446"
"80968","27438151","-4896417099078399246","-8078906316963467613"
"80969","27438151","-6235323789280108473","-8078906316963467613"
"81011","27443263","-2531875720891133112","4260088234180070159"
"81012","27443263","-754510669143280296","2807196440767786265"
"81013","27443263","4496191920649739347","2807196440767786265"
"81014","27443263","-7545347992112963689","-421845112043871739"
"81066","27451977","-6781003235278958016","-9179023582015518733"
"81074","27455414","-5669232169622284655","-543863456868583260"
"81075","27455414","5039342224281592929","7149879460834313682"
"81076","27455414","5039342224281592929","-5690111541569597548"
"81280","27471865","-7772300956773572321","-7071370157030818447"
"81281","27471865","-7583712953390133126","-1014302130875281495"
"81282","27471865","-9053976342694625635","-1014302130875281495"
"81283","27471865","-8015618763951062393","7794865502103230919"
"81284","27471865","3292602537680048575","7794865502103230919"
"81285","27471865","-7494356804684252412","7794865502103230919"
"81286","27471865","-7068561086887525665","1045035539652359261"
"81287","27471865","8986242563143777742","1045035539652359261"
"81442","27479177","-1626819451886873579","81381827473397441"
"81443","27479177","-1014147375867388215","-5752258315544787351"
"81444","27479177","-1626819451886873579","-5752258315544787351"
"81445","27479177","-1014147375867388215","8625468525995359811"
"81446","27479177","-1626819451886873579","3047741515900050204"
"81447","27479177","-1626819451886873579","115547740306875535"
"81448","27479177","-1014147375867388215","115547740306875535"
"82281","27494842","-181744167768479787","-6733786776413729026"
"82282","27494842","-1967291013072463669","8027871522178729439"
"82283","27494842","-4580955449083471666","2720712733863489373"
"82284","27494842","-247702615150796098","2720712733863489373"
"82285","27494842","-3563049674900499656","2720712733863489373"
"82488","27518241","-5456039446094105634","-7352158598483137409"
"82489","27518241","-5456039446094105634","-1719222456746353241"
"82490","27518241","-5456039446094105634","7515368346036247710"
"82608","27528663","-2753191902135382077","3366718130284481948"
"82609","27528663","225873056372186727","3366718130284481948"
"82646","27531008","4817139587086078689","-5146774051927472492"
"82647","27531008","-334220898029454320","5618085463563435272"
"82648","27531008","4817139587086078689","-7638514591557932487"
"82649","27531008","-5147621443259548872","7083849507247591251"
"82650","27531008","-8996349630221493249","-629879527485550015"
"82651","27531008","-8996349630221493249","-614989071021065285"
"82652","27531008","-8996349630221493249","-8442439696659884200"
"82846","27548565","-8425572189548604018","-4531165392600418301"
"82847","27548565","-8425572189548604018","6096077493310627138"
"82848","27548565","-8425572189548604018","-3590256302644951316"
"83118","23210835","-4590583408334966718","1556569704665667107"
"83140","23449614","-8015618763951062393","-3681595183734261895"
"83141","23449614","-1051670365943237645","-3681595183734261895"
"83199","27560108","-3004838947217765621","-4512654350840475712"
"83200","27560108","6115634281952161783","-4512654350840475712"
"83201","27560108","7382461850882962025","-4512654350840475712"
"83202","27560108","-3212785207850349084","-4512654350840475712"
"83203","27560108","3934887264873752867","-4512654350840475712"
"83204","27560108","-8999817060342921921","-4512654350840475712"
"83205","27560108","-2090378003088204237","-4512654350840475712"
"83206","27560108","5050209637230912742","291915129257800744"
"83207","27560108","4496191920649739347","291915129257800744"
"83208","27560108","7382461850882962025","291915129257800744"
"83209","27560108","-3212785207850349084","-7363433300282806446"
"83210","27560108","-1405816868044444179","-7363433300282806446"
"83211","27560108","7382461850882962025","-7363433300282806446"
"85006","27635733","8554088884191859459","1044758861639274461"
"85007","27635733","-1014147375867388215","3303681828928339709"
"85705","24970842","-1163467074943012750","-7732650551746857448"
"85706","24970842","-4014622110787192750","-8443881698787268335"
"85707","24970842","-5988287390295320486","8230574834882377394"
"85708","24970842","-2247740756677554600","3779982293515486543"
