"","pmid","from","to"
"26085","27363283","-8073017189073541138","8613697998226934419"
"26086","27363283","-8073017189073541138","-5621810857597100181"
"26087","27363283","-8073017189073541138","1503503774237393763"
"26088","27363283","-8073017189073541138","8386220746148700385"
"26089","27363283","-8073017189073541138","3211045700945726360"
"26144","27374090","-2056814564509388763","2228062921760909342"
"26145","27374090","-2056814564509388763","-4583780310743199411"
"26285","27385100","1685393985678457048","-6546688715351858796"
"26286","27385100","-9053976342694625635","-6546688715351858796"
"26303","27391441","4496191920649739347","-5161335018007062456"
"26464","27416912","7287342894640839607","-6666785625249577507"
"26465","27416912","7690085462478253680","-6666785625249577507"
"26466","27416912","-7463808890903380676","-6666785625249577507"
"26467","27416985","3934887264873752867","-227496649088444148"
"26468","27416985","-1014147375867388215","2042633807518141742"
"26469","27416985","-1051670365943237645","-2630793830686981687"
"26470","27416985","-1051670365943237645","-2630793830686981687"
"26471","27416985","1404933902319492121","-2630793830686981687"
"26472","27416985","-3212785207850349084","-2630793830686981687"
"26473","27416985","-1051670365943237645","-1135098093351933725"
"26474","27416985","-2531875720891133112","-1135098093351933725"
"26475","27416985","8596115707704972239","-1135098093351933725"
"26476","27416985","8596115707704972239","-1135098093351933725"
"26477","27416985","1404933902319492121","-1135098093351933725"
"26478","27416985","-4136293945453318069","-1135098093351933725"
"26479","27416985","4496191920649739347","-1135098093351933725"
"26480","27416985","7074361249633013650","-1135098093351933725"
"26481","27416985","8556962049153109223","-1135098093351933725"
"26482","27416985","-1690422511955589955","-1135098093351933725"
"26483","27416985","-3212785207850349084","-1135098093351933725"
"26484","27416985","1037369510078157027","-1135098093351933725"
"26485","27416985","3934887264873752867","-1135098093351933725"
"26486","27416985","-1051670365943237645","-1768652038431118668"
"26487","27416985","3709813188814751795","-1768652038431118668"
"26488","27416985","8596115707704972239","-1768652038431118668"
"26489","27416985","1404933902319492121","6694974120603701742"
"26490","27416985","-1051670365943237645","6694974120603701742"
"26491","27416985","8596115707704972239","6694974120603701742"
"26492","27416985","-3212785207850349084","6694974120603701742"
"26493","27416985","3934887264873752867","6694974120603701742"
"26494","27416985","-4475332471115026051","-6457859943045763490"
"26495","27416985","-6912052022144370498","-6457859943045763490"
"26496","27416985","-7545347992112963689","-6457859943045763490"
"26497","27416985","-3212785207850349084","-6457859943045763490"
"26498","27416985","3934887264873752867","-6457859943045763490"
"26499","27416985","-1014147375867388215","5114260405020229332"
"26500","27416985","-9120418093314084977","-7363433300282806446"
"26501","27416985","-3212785207850349084","-7363433300282806446"
"26502","27416985","8596115707704972239","-7363433300282806446"
"26503","27416985","-3409492502835059163","-7363433300282806446"
"26625","27438151","-4896417099078399246","-8078906316963467613"
"26626","27438151","-6235323789280108473","-8078906316963467613"
"26668","27443263","-2531875720891133112","4260088234180070159"
"26669","27443263","-754510669143280296","2807196440767786265"
"26670","27443263","4496191920649739347","2807196440767786265"
"26671","27443263","-7545347992112963689","-421845112043871739"
"26723","27451977","-6781003235278958016","-9179023582015518733"
"26731","27455414","-5669232169622284655","-543863456868583260"
"26732","27455414","5039342224281592929","7149879460834313682"
"26733","27455414","5039342224281592929","-5690111541569597548"
"26937","27471865","-7772300956773572321","-7071370157030818447"
"26938","27471865","-7583712953390133126","-1014302130875281495"
"26939","27471865","-9053976342694625635","-1014302130875281495"
"26940","27471865","-8015618763951062393","7794865502103230919"
"26941","27471865","3292602537680048575","7794865502103230919"
"26942","27471865","-7494356804684252412","7794865502103230919"
"26943","27471865","-7068561086887525665","1045035539652359261"
"26944","27471865","8986242563143777742","1045035539652359261"
"27099","27479177","-1626819451886873579","81381827473397441"
"27100","27479177","-1014147375867388215","-5752258315544787351"
"27101","27479177","-1626819451886873579","-5752258315544787351"
"27102","27479177","-1014147375867388215","8625468525995359811"
"27103","27479177","-1626819451886873579","3047741515900050204"
"27104","27479177","-1626819451886873579","115547740306875535"
"27105","27479177","-1014147375867388215","115547740306875535"
"27938","27494842","-181744167768479787","-6733786776413729026"
"27939","27494842","-1967291013072463669","8027871522178729439"
"27940","27494842","-4580955449083471666","2720712733863489373"
"27941","27494842","-247702615150796098","2720712733863489373"
"27942","27494842","-3563049674900499656","2720712733863489373"
"28145","27518241","-5456039446094105634","-7352158598483137409"
"28146","27518241","-5456039446094105634","-1719222456746353241"
"28147","27518241","-5456039446094105634","7515368346036247710"
"28265","27528663","-2753191902135382077","3366718130284481948"
"28266","27528663","225873056372186727","3366718130284481948"
"28303","27531008","4817139587086078689","-5146774051927472492"
"28304","27531008","-334220898029454320","5618085463563435272"
"28305","27531008","4817139587086078689","-7638514591557932487"
"28306","27531008","-5147621443259548872","7083849507247591251"
"28307","27531008","-8996349630221493249","-629879527485550015"
"28308","27531008","-8996349630221493249","-614989071021065285"
"28309","27531008","-8996349630221493249","-8442439696659884200"
"28503","27548565","-8425572189548604018","-4531165392600418301"
"28504","27548565","-8425572189548604018","6096077493310627138"
"28505","27548565","-8425572189548604018","-3590256302644951316"
"28775","23210835","-4590583408334966718","1556569704665667107"
"28797","23449614","-8015618763951062393","-3681595183734261895"
"28798","23449614","-1051670365943237645","-3681595183734261895"
"28856","27560108","-3004838947217765621","-4512654350840475712"
"28857","27560108","6115634281952161783","-4512654350840475712"
"28858","27560108","7382461850882962025","-4512654350840475712"
"28859","27560108","-3212785207850349084","-4512654350840475712"
"28860","27560108","3934887264873752867","-4512654350840475712"
"28861","27560108","-8999817060342921921","-4512654350840475712"
"28862","27560108","-2090378003088204237","-4512654350840475712"
"28863","27560108","5050209637230912742","291915129257800744"
"28864","27560108","4496191920649739347","291915129257800744"
"28865","27560108","7382461850882962025","291915129257800744"
"28866","27560108","-3212785207850349084","-7363433300282806446"
"28867","27560108","-1405816868044444179","-7363433300282806446"
"28868","27560108","7382461850882962025","-7363433300282806446"
"30663","27635733","8554088884191859459","1044758861639274461"
"30664","27635733","-1014147375867388215","3303681828928339709"
"31362","24970842","-1163467074943012750","-7732650551746857448"
"31363","24970842","-4014622110787192750","-8443881698787268335"
"31364","24970842","-5988287390295320486","8230574834882377394"
"31365","24970842","-2247740756677554600","3779982293515486543"
"31366","24970842","-2247740756677554600","-8288128845339267941"
"31367","24970842","-2247740756677554600","-7095686043771473932"
"31368","24970842","-2247740756677554600","-6696461531989859406"
"31369","24970842","-2247740756677554600","-6913349843133096877"
"31419","25399948","1749452455215026717","7414462408131222427"
"31420","25399948","1333852283375655547","7414462408131222427"
"31514","25842225","-2195239801625226879","-4714617355573546259"
"31515","25842225","1037369510078157027","6276761607579942995"
"31516","25842225","3413271832145489210","6276761607579942995"
"31517","25842225","1916558508606028291","5577587510836290992"
"31518","25842225","8531364653719619495","5577587510836290992"
"31519","25842225","1916558508606028291","-967656135774962799"
"31520","25842225","8531364653719619495","-8641360931547659480"
"31521","25842225","1916558508606028291","-8641360931547659480"
"31698","26202935","-1051670365943237645","-351414975248686659"
"31699","26202935","-2531875720891133112","-6426247625480517468"
"31700","26202935","-295189560292007993","-7329013516749237851"
"31701","26202935","-1051670365943237645","8519529802599800317"
"31824","26436839","-7779356272733434204","-6062301466658722281"
"31825","26436839","-7545347992112963689","-6062301466658722281"
"31826","26436839","-7779356272733434204","2117614411314153225"
"31827","26436839","-7545347992112963689","2117614411314153225"
"31828","26436839","-7779356272733434204","-276336835364704630"
"31829","26436839","-7545347992112963689","-276336835364704630"
"31830","26436839","-7779356272733434204","-2786788462102793618"
"31831","26436839","-7545347992112963689","-2786788462102793618"
"31832","26436839","-7779356272733434204","752595526336209770"
"31833","26436839","-7545347992112963689","752595526336209770"
"31834","26436839","-7779356272733434204","3785780848477786762"
"31835","26436839","-7545347992112963689","3785780848477786762"
"31836","26436839","-7779356272733434204","-8452105667297239800"
"31837","26436839","-7545347992112963689","-8452105667297239800"
"31838","26436839","-7779356272733434204","-7301456665609536237"
"31839","26436839","-7545347992112963689","-7301456665609536237"
"31840","26436839","-7779356272733434204","4132264373299168049"
"31841","26436839","-7545347992112963689","4132264373299168049"
"31842","26436839","-7779356272733434204","-7834807474035995928"
"31843","26436839","-7545347992112963689","-7834807474035995928"
"31844","26436839","-7779356272733434204","-1865928165361602667"
"31845","26436839","-7545347992112963689","-1865928165361602667"
"31846","26436839","-7779356272733434204","3917765678622637228"
"31847","26436839","-7545347992112963689","3917765678622637228"
"31848","26436839","-7779356272733434204","403131557716472536"
"31849","26436839","-7545347992112963689","403131557716472536"
"31850","26436839","-7779356272733434204","-732275622284038880"
"31851","26436839","-7545347992112963689","-732275622284038880"
"31852","26436839","-7779356272733434204","-8898002303817868932"
"31853","26436839","-7545347992112963689","-8898002303817868932"
"31854","26436839","-7779356272733434204","8688036422249400362"
"31855","26436839","-7545347992112963689","8688036422249400362"
"31856","26436839","-7779356272733434204","-86966153371919246"
"31857","26436839","-7545347992112963689","-86966153371919246"
"31858","26436839","-7779356272733434204","-4563074862792510352"
"31859","26436839","-7545347992112963689","-4563074862792510352"
"31860","26436839","-7779356272733434204","-7588202384127220627"
"31861","26436839","-7545347992112963689","-7588202384127220627"
"31862","26436839","-7779356272733434204","-6964197756143129888"
"31863","26436839","-7545347992112963689","-6964197756143129888"
"31864","26436839","-7779356272733434204","-3150919541251910725"
"31865","26436839","-7545347992112963689","-3150919541251910725"
"32562","26733610","375196400634877094","-7922718891041875472"
"32570","26744767","-4170182944360082494","3891549488622286472"
"32571","26744767","-1446149640127887716","5724101407039976256"
"32572","26744767","-1051670365943237645","3483465440305627661"
"32573","26744767","7796681219901118741","-3590256302644951316"
"32574","26744767","-4251845893617507481","6096077493310627138"
"33029","26858309","8507750539885563380","3804306689269536534"
"33030","26858309","4817139587086078689","3804306689269536534"
"33031","26858309","4817139587086078689","-8627475029164210323"
"33032","26858309","4817139587086078689","9100315485080262788"
"33033","26858309","4817139587086078689","2131645766712061527"
"33171","26893061","-9111931341780307576","-6390143014123480697"
"33172","26893061","4496191920649739347","-6390143014123480697"
"33173","26893061","9033695744972072993","-6390143014123480697"
"33174","26893061","-8188638720577279163","-6390143014123480697"
"33175","26893061","-2531875720891133112","-6390143014123480697"
"33510","26989080","375196400634877094","5536078391277167944"
"33511","26989080","375196400634877094","-6479177393439563032"
"33512","26989080","4977878176498985760","6054942937770642038"
"33640","27028870","9140514953477728134","-7216116364198123046"
"33641","27028870","9140514953477728134","-6083430759087918359"
"33718","27036042","4496191920649739347","-3681719467036514282"
"33719","27036042","4496191920649739347","-3681719467036514282"
"33879","27081038","-7545347992112963689","3162786446906477157"
"34020","27109508","4496191920649739347","7057200899772785291"
"34021","27109508","-2265770499832369487","7057200899772785291"
"34022","27109508","-8939608412306483495","7057200899772785291"
"34023","27109508","-2109470401482526186","7057200899772785291"
"34024","27109508","-2200566318786854020","7057200899772785291"
"34025","27109508","4496191920649739347","-6257322556513960002"
"34026","27109508","-2265770499832369487","-6257322556513960002"
"34027","27109508","-8939608412306483495","-6257322556513960002"
"34028","27109508","-2109470401482526186","-6257322556513960002"
"34029","27109508","-2200566318786854020","-6257322556513960002"
"34030","27109508","4496191920649739347","4949518565740680060"
"34031","27109508","-2265770499832369487","4949518565740680060"
"34032","27109508","-8939608412306483495","4949518565740680060"
"34033","27109508","-2109470401482526186","4949518565740680060"
"34034","27109508","-2200566318786854020","4949518565740680060"
"34035","27109508","4496191920649739347","8368493177956110740"
"34036","27109508","-2265770499832369487","8368493177956110740"
"34037","27109508","-8939608412306483495","8368493177956110740"
"34038","27109508","-2109470401482526186","8368493177956110740"
"34039","27109508","-2200566318786854020","8368493177956110740"
"34040","27114443","6710700564871770653","3981538951477565111"
"34095","27118403","3420739253403379952","9088865850712551161"
"34096","27118403","3420739253403379952","5251233321817222374"
"34110","27129155","2440327587014975898","7052893636395061973"
"34188","27137475","963155521800006415","7665976553575355703"
"34189","27137475","-2531875720891133112","7665976553575355703"
"34190","27137475","4496191920649739347","2277073691551812866"
"34250","27145281","4496191920649739347","-3422479174796088778"
"34251","27145281","-910409836652376082","-3422479174796088778"
"34284","27157619","4496191920649739347","-4209942049145233504"
"34285","27157619","-595680398785564689","-4209942049145233504"
"34286","27157619","4138631179547403938","-6421831433605486762"
"34287","27157619","8171694481960509149","108085853077470225"
"34288","27157619","4496191920649739347","108085853077470225"
"34289","27157619","-4169215600128704571","108085853077470225"
"34292","27159593","375196400634877094","4900126377957793491"
"34293","27159593","375196400634877094","862361114644015943"
"34294","27159593","375196400634877094","443848327819137812"
"34295","27159593","375196400634877094","-8897119537686986438"
"34499","27174491","-8015618763951062393","-6195805560231552846"
"34500","27174491","778593712176295517","-6195805560231552846"
"34616","27211267","5039342224281592929","-800659689219610361"
"34617","27211268","7158737734176060100","-4382916669220838228"
"34618","27211268","-150742751759308095","8402354262327958491"
"34619","27211268","-150742751759308095","-6426247625480517468"
"34620","27211268","-150742751759308095","-7329013516749237851"
"34621","27211268","-150742751759308095","8519529802599800317"
"34622","27211269","-150742751759308095","3303681828928339709"
"34623","27211269","-3801419600830199048","3303681828928339709"
"34624","27211269","-5052347787814934214","-6276606724308715807"
"34625","27211269","-3801419600830199048","-6276606724308715807"
"34626","27211269","-5052347787814934214","3959319250503540706"
"34627","27211269","-3801419600830199048","3959319250503540706"
"34628","27211269","-5052347787814934214","4220995459433137566"
"34629","27211269","-3801419600830199048","4220995459433137566"
"34630","27211269","-5052347787814934214","-7648338950413361994"
"34631","27211269","-3801419600830199048","-7648338950413361994"
"34632","27211269","-5052347787814934214","-7622154273240500336"
"34633","27211269","-3801419600830199048","-7622154273240500336"
"34634","27211269","-5052347787814934214","-2080994550394489034"
"34635","27211269","-3801419600830199048","-2080994550394489034"
"34657","27221729","-1014147375867388215","3493514547331037362"
"34658","27221729","5510460828863833540","3493514547331037362"
"34659","27221729","4632477083328856853","3493514547331037362"
"34660","27221729","5829712284417423553","3493514547331037362"
"34661","27221729","-6669128456047834903","3493514547331037362"
"34662","27221729","-290649908450582724","3493514547331037362"
"34663","27221729","-290649908450582724","1367645691365341118"
"34664","27221729","5510460828863833540","1367645691365341118"
"34665","27221729","5829712284417423553","-1352472139412417435"
"34666","27221729","5510460828863833540","-1352472139412417435"
"34667","27221729","4632477083328856853","-1352472139412417435"
"34668","27221729","-6669128456047834903","-1352472139412417435"
"34669","27221729","-290649908450582724","-1352472139412417435"
"34670","27221729","-290649908450582724","-584173073577998456"
"34671","27221729","5510460828863833540","-584173073577998456"
"34672","27221729","4632477083328856853","-584173073577998456"
"34673","27221729","5829712284417423553","-584173073577998456"
"34674","27221729","-6669128456047834903","-584173073577998456"
"34675","27221729","-290649908450582724","-3586416418257805002"
"34676","27221729","5510460828863833540","-3586416418257805002"
"34677","27221729","4632477083328856853","-3586416418257805002"
"34678","27221729","5829712284417423553","-3586416418257805002"
"34679","27221729","-6669128456047834903","-3586416418257805002"
"34680","27221729","-290649908450582724","7210229895925052753"
"34681","27221729","5510460828863833540","7210229895925052753"
"34682","27221729","4632477083328856853","7210229895925052753"
"34683","27221729","5829712284417423553","7210229895925052753"
"34684","27221729","-6669128456047834903","7210229895925052753"
"34685","27221729","-290649908450582724","-3468580716674627425"
"34686","27221729","5510460828863833540","-3468580716674627425"
"34687","27221729","4632477083328856853","-3468580716674627425"
"34688","27221729","5829712284417423553","-3468580716674627425"
"34689","27221729","-6669128456047834903","-3468580716674627425"
"34690","27221729","-290649908450582724","3045573151349207762"
"34691","27221729","5510460828863833540","3045573151349207762"
"34692","27221729","5829712284417423553","4109099796969262719"
"34693","27221729","5510460828863833540","4109099796969262719"
"34694","27221729","5829712284417423553","-6841284586218123596"
"34695","27221729","5510460828863833540","-6841284586218123596"
"34696","27221729","4632477083328856853","-6841284586218123596"
"34697","27221729","-6669128456047834903","-6841284586218123596"
"34698","27221729","-290649908450582724","-1589015125670148196"
"34699","27221729","5510460828863833540","-1589015125670148196"
"34884","27248327","-2531875720891133112","3054548101838517883"
"35435","27323910","-8356303151323322921","-4382916669220838228"
"35436","27323910","-133014628300163222","-4382916669220838228"
"35437","27323910","-8356303151323322921","8519529802599800317"
"35438","27323910","-133014628300163222","8519529802599800317"
"35439","27323910","-8356303151323322921","-2691526144478427460"
"35440","27323910","-133014628300163222","-2691526144478427460"
"35464","27331411","1332107701671413820","1147702936170891397"
"35465","27331411","-2299936700995862033","8027871522178729439"
"35466","27331411","7850878548593074030","2720712733863489373"
"35675","27363283","3528821281990145526","7551748334296989841"
"35676","27363283","-8073017189073541138","7551748334296989841"
"35677","27363283","-8073017189073541138","-5886790088920785825"
"35678","27363283","-8073017189073541138","-4185875612495137623"
"35679","27363283","-8073017189073541138","-3918115998020098253"
"35680","27363283","-8073017189073541138","-2005291754510660353"
"35681","27363283","-8073017189073541138","-1463900116577583459"
"35682","27363283","-8073017189073541138","6677346897122091172"
"35683","27363283","-8073017189073541138","6465380633725784934"
"35684","27363283","-8073017189073541138","2000098051535259096"
"35685","27363283","-8073017189073541138","-8092986474166342776"
"35686","27363283","-8073017189073541138","8613697998226934419"
"35687","27363283","-8073017189073541138","-5621810857597100181"
"35688","27363283","-8073017189073541138","1503503774237393763"
"35689","27363283","-8073017189073541138","8386220746148700385"
"35690","27363283","-8073017189073541138","3211045700945726360"
"35745","27374090","-2056814564509388763","2228062921760909342"
"35746","27374090","-2056814564509388763","-4583780310743199411"
"35886","27385100","1685393985678457048","-6546688715351858796"
"35887","27385100","-9053976342694625635","-6546688715351858796"
"35904","27391441","4496191920649739347","-5161335018007062456"
"36065","27416912","7287342894640839607","-6666785625249577507"
"36066","27416912","7690085462478253680","-6666785625249577507"
"36067","27416912","-7463808890903380676","-6666785625249577507"
"36068","27416985","3934887264873752867","-227496649088444148"
"36069","27416985","-1014147375867388215","2042633807518141742"
"36070","27416985","-1051670365943237645","-2630793830686981687"
"36071","27416985","-1051670365943237645","-2630793830686981687"
"36072","27416985","1404933902319492121","-2630793830686981687"
"36073","27416985","-3212785207850349084","-2630793830686981687"
"36074","27416985","-1051670365943237645","-1135098093351933725"
"36075","27416985","-2531875720891133112","-1135098093351933725"
"36076","27416985","8596115707704972239","-1135098093351933725"
"36077","27416985","8596115707704972239","-1135098093351933725"
"36078","27416985","1404933902319492121","-1135098093351933725"
"36079","27416985","-4136293945453318069","-1135098093351933725"
"36080","27416985","4496191920649739347","-1135098093351933725"
"36081","27416985","7074361249633013650","-1135098093351933725"
"36082","27416985","8556962049153109223","-1135098093351933725"
"36083","27416985","-1690422511955589955","-1135098093351933725"
"36084","27416985","-3212785207850349084","-1135098093351933725"
"36085","27416985","1037369510078157027","-1135098093351933725"
"36086","27416985","3934887264873752867","-1135098093351933725"
"36087","27416985","-1051670365943237645","-1768652038431118668"
"36088","27416985","3709813188814751795","-1768652038431118668"
"36089","27416985","8596115707704972239","-1768652038431118668"
"36090","27416985","1404933902319492121","6694974120603701742"
"36091","27416985","-1051670365943237645","6694974120603701742"
"36092","27416985","8596115707704972239","6694974120603701742"
"36093","27416985","-3212785207850349084","6694974120603701742"
"36094","27416985","3934887264873752867","6694974120603701742"
"36095","27416985","-4475332471115026051","-6457859943045763490"
"36096","27416985","-6912052022144370498","-6457859943045763490"
"36097","27416985","-7545347992112963689","-6457859943045763490"
"36098","27416985","-3212785207850349084","-6457859943045763490"
"36099","27416985","3934887264873752867","-6457859943045763490"
"36100","27416985","-1014147375867388215","5114260405020229332"
"36101","27416985","-9120418093314084977","-7363433300282806446"
"36102","27416985","-3212785207850349084","-7363433300282806446"
"36103","27416985","8596115707704972239","-7363433300282806446"
"36104","27416985","-3409492502835059163","-7363433300282806446"
"36226","27438151","-4896417099078399246","-8078906316963467613"
"36227","27438151","-6235323789280108473","-8078906316963467613"
"36269","27443263","-2531875720891133112","4260088234180070159"
"36270","27443263","-754510669143280296","2807196440767786265"
"36271","27443263","4496191920649739347","2807196440767786265"
"36272","27443263","-7545347992112963689","-421845112043871739"
"36324","27451977","-6781003235278958016","-9179023582015518733"
"36332","27455414","-5669232169622284655","-543863456868583260"
"36333","27455414","5039342224281592929","7149879460834313682"
"36334","27455414","5039342224281592929","-5690111541569597548"
"36538","27471865","-7772300956773572321","-7071370157030818447"
"36539","27471865","-7583712953390133126","-1014302130875281495"
"36540","27471865","-9053976342694625635","-1014302130875281495"
"36541","27471865","-8015618763951062393","7794865502103230919"
"36542","27471865","3292602537680048575","7794865502103230919"
"36543","27471865","-7494356804684252412","7794865502103230919"
"36544","27471865","-7068561086887525665","1045035539652359261"
"36545","27471865","8986242563143777742","1045035539652359261"
"36700","27479177","-1626819451886873579","81381827473397441"
"36701","27479177","-1014147375867388215","-5752258315544787351"
"36702","27479177","-1626819451886873579","-5752258315544787351"
"36703","27479177","-1014147375867388215","8625468525995359811"
"36704","27479177","-1626819451886873579","3047741515900050204"
"36705","27479177","-1626819451886873579","115547740306875535"
"36706","27479177","-1014147375867388215","115547740306875535"
"37539","27494842","-181744167768479787","-6733786776413729026"
"37540","27494842","-1967291013072463669","8027871522178729439"
"37541","27494842","-4580955449083471666","2720712733863489373"
"37542","27494842","-247702615150796098","2720712733863489373"
"37543","27494842","-3563049674900499656","2720712733863489373"
"37746","27518241","-5456039446094105634","-7352158598483137409"
"37747","27518241","-5456039446094105634","-1719222456746353241"
"37748","27518241","-5456039446094105634","7515368346036247710"
"37866","27528663","-2753191902135382077","3366718130284481948"
"37867","27528663","225873056372186727","3366718130284481948"
"37904","27531008","4817139587086078689","-5146774051927472492"
"37905","27531008","-334220898029454320","5618085463563435272"
"37906","27531008","4817139587086078689","-7638514591557932487"
"37907","27531008","-5147621443259548872","7083849507247591251"
"37908","27531008","-8996349630221493249","-629879527485550015"
"37909","27531008","-8996349630221493249","-614989071021065285"
"37910","27531008","-8996349630221493249","-8442439696659884200"
"38104","27548565","-8425572189548604018","-4531165392600418301"
"38105","27548565","-8425572189548604018","6096077493310627138"
"38106","27548565","-8425572189548604018","-3590256302644951316"
"38376","23210835","-4590583408334966718","1556569704665667107"
"38398","23449614","-8015618763951062393","-3681595183734261895"
"38399","23449614","-1051670365943237645","-3681595183734261895"
"38457","27560108","-3004838947217765621","-4512654350840475712"
"38458","27560108","6115634281952161783","-4512654350840475712"
"38459","27560108","7382461850882962025","-4512654350840475712"
"38460","27560108","-3212785207850349084","-4512654350840475712"
"38461","27560108","3934887264873752867","-4512654350840475712"
"38462","27560108","-8999817060342921921","-4512654350840475712"
"38463","27560108","-2090378003088204237","-4512654350840475712"
"38464","27560108","5050209637230912742","291915129257800744"
"38465","27560108","4496191920649739347","291915129257800744"
"38466","27560108","7382461850882962025","291915129257800744"
"38467","27560108","-3212785207850349084","-7363433300282806446"
"38468","27560108","-1405816868044444179","-7363433300282806446"
"38469","27560108","7382461850882962025","-7363433300282806446"
"40264","27635733","8554088884191859459","1044758861639274461"
"40265","27635733","-1014147375867388215","3303681828928339709"
"40963","24970842","-1163467074943012750","-7732650551746857448"
"40964","24970842","-4014622110787192750","-8443881698787268335"
"40965","24970842","-5988287390295320486","8230574834882377394"
"40966","24970842","-2247740756677554600","3779982293515486543"
"40967","24970842","-2247740756677554600","-8288128845339267941"
"40968","24970842","-2247740756677554600","-7095686043771473932"
"40969","24970842","-2247740756677554600","-6696461531989859406"
"40970","24970842","-2247740756677554600","-6913349843133096877"
"41020","25399948","1749452455215026717","7414462408131222427"
"41021","25399948","1333852283375655547","7414462408131222427"
"41115","25842225","-2195239801625226879","-4714617355573546259"
"41116","25842225","1037369510078157027","6276761607579942995"
"41117","25842225","3413271832145489210","6276761607579942995"
"41118","25842225","1916558508606028291","5577587510836290992"
"41119","25842225","8531364653719619495","5577587510836290992"
"41120","25842225","1916558508606028291","-967656135774962799"
"41121","25842225","8531364653719619495","-8641360931547659480"
"41122","25842225","1916558508606028291","-8641360931547659480"
"41299","26202935","-1051670365943237645","-351414975248686659"
"41300","26202935","-2531875720891133112","-6426247625480517468"
"41301","26202935","-295189560292007993","-7329013516749237851"
"41302","26202935","-1051670365943237645","8519529802599800317"
"41425","26436839","-7779356272733434204","-6062301466658722281"
"41426","26436839","-7545347992112963689","-6062301466658722281"
"41427","26436839","-7779356272733434204","2117614411314153225"
"41428","26436839","-7545347992112963689","2117614411314153225"
"41429","26436839","-7779356272733434204","-276336835364704630"
"41430","26436839","-7545347992112963689","-276336835364704630"
"41431","26436839","-7779356272733434204","-2786788462102793618"
"41432","26436839","-7545347992112963689","-2786788462102793618"
"41433","26436839","-7779356272733434204","752595526336209770"
"41434","26436839","-7545347992112963689","752595526336209770"
"41435","26436839","-7779356272733434204","3785780848477786762"
"41436","26436839","-7545347992112963689","3785780848477786762"
"41437","26436839","-7779356272733434204","-8452105667297239800"
"41438","26436839","-7545347992112963689","-8452105667297239800"
"41439","26436839","-7779356272733434204","-7301456665609536237"
"41440","26436839","-7545347992112963689","-7301456665609536237"
"41441","26436839","-7779356272733434204","4132264373299168049"
"41442","26436839","-7545347992112963689","4132264373299168049"
"41443","26436839","-7779356272733434204","-7834807474035995928"
"41444","26436839","-7545347992112963689","-7834807474035995928"
"41445","26436839","-7779356272733434204","-1865928165361602667"
"41446","26436839","-7545347992112963689","-1865928165361602667"
"41447","26436839","-7779356272733434204","3917765678622637228"
"41448","26436839","-7545347992112963689","3917765678622637228"
"41449","26436839","-7779356272733434204","403131557716472536"
"41450","26436839","-7545347992112963689","403131557716472536"
"41451","26436839","-7779356272733434204","-732275622284038880"
"41452","26436839","-7545347992112963689","-732275622284038880"
"41453","26436839","-7779356272733434204","-8898002303817868932"
"41454","26436839","-7545347992112963689","-8898002303817868932"
"41455","26436839","-7779356272733434204","8688036422249400362"
"41456","26436839","-7545347992112963689","8688036422249400362"
"41457","26436839","-7779356272733434204","-86966153371919246"
"41458","26436839","-7545347992112963689","-86966153371919246"
"41459","26436839","-7779356272733434204","-4563074862792510352"
"41460","26436839","-7545347992112963689","-4563074862792510352"
"41461","26436839","-7779356272733434204","-7588202384127220627"
"41462","26436839","-7545347992112963689","-7588202384127220627"
"41463","26436839","-7779356272733434204","-6964197756143129888"
"41464","26436839","-7545347992112963689","-6964197756143129888"
"41465","26436839","-7779356272733434204","-3150919541251910725"
"41466","26436839","-7545347992112963689","-3150919541251910725"
"42163","26733610","375196400634877094","-7922718891041875472"
"42171","26744767","-4170182944360082494","3891549488622286472"
"42172","26744767","-1446149640127887716","5724101407039976256"
"42173","26744767","-1051670365943237645","3483465440305627661"
"42174","26744767","7796681219901118741","-3590256302644951316"
"42175","26744767","-4251845893617507481","6096077493310627138"
"42630","26858309","8507750539885563380","3804306689269536534"
"42631","26858309","4817139587086078689","3804306689269536534"
"42632","26858309","4817139587086078689","-8627475029164210323"
"42633","26858309","4817139587086078689","9100315485080262788"
"42634","26858309","4817139587086078689","2131645766712061527"
"42772","26893061","-9111931341780307576","-6390143014123480697"
"42773","26893061","4496191920649739347","-6390143014123480697"
"42774","26893061","9033695744972072993","-6390143014123480697"
"42775","26893061","-8188638720577279163","-6390143014123480697"
"42776","26893061","-2531875720891133112","-6390143014123480697"
"43111","26989080","375196400634877094","5536078391277167944"
"43112","26989080","375196400634877094","-6479177393439563032"
"43113","26989080","4977878176498985760","6054942937770642038"
"43241","27028870","9140514953477728134","-7216116364198123046"
"43242","27028870","9140514953477728134","-6083430759087918359"
"43319","27036042","4496191920649739347","-3681719467036514282"
"43320","27036042","4496191920649739347","-3681719467036514282"
"43480","27081038","-7545347992112963689","3162786446906477157"
"43621","27109508","4496191920649739347","7057200899772785291"
"43622","27109508","-2265770499832369487","7057200899772785291"
"43623","27109508","-8939608412306483495","7057200899772785291"
"43624","27109508","-2109470401482526186","7057200899772785291"
"43625","27109508","-2200566318786854020","7057200899772785291"
"43626","27109508","4496191920649739347","-6257322556513960002"
"43627","27109508","-2265770499832369487","-6257322556513960002"
"43628","27109508","-8939608412306483495","-6257322556513960002"
"43629","27109508","-2109470401482526186","-6257322556513960002"
